date_key,full_date,year_num,quarter_num,month_num,month_name,day_of_month,iso_day_of_week,day_name,iso_week_num,iso_year_num,is_weekend,first_day_month,last_day_month
20100111,2010-01-11,2010,1,1,January,11,1,Monday,2,2010,f,2010-01-01,2010-01-31
20100112,2010-01-12,2010,1,1,January,12,2,Tuesday,2,2010,f,2010-01-01,2010-01-31
20100113,2010-01-13,2010,1,1,January,13,3,Wednesday,2,2010,f,2010-01-01,2010-01-31
20100114,2010-01-14,2010,1,1,January,14,4,Thursday,2,2010,f,2010-01-01,2010-01-31
20100115,2010-01-15,2010,1,1,January,15,5,Friday,2,2010,f,2010-01-01,2010-01-31
20100116,2010-01-16,2010,1,1,January,16,6,Saturday,2,2010,t,2010-01-01,2010-01-31
20100117,2010-01-17,2010,1,1,January,17,7,Sunday,2,2010,t,2010-01-01,2010-01-31
20100118,2010-01-18,2010,1,1,January,18,1,Monday,3,2010,f,2010-01-01,2010-01-31
20100119,2010-01-19,2010,1,1,January,19,2,Tuesday,3,2010,f,2010-01-01,2010-01-31
20100120,2010-01-20,2010,1,1,January,20,3,Wednesday,3,2010,f,2010-01-01,2010-01-31
20100121,2010-01-21,2010,1,1,January,21,4,Thursday,3,2010,f,2010-01-01,2010-01-31
20100122,2010-01-22,2010,1,1,January,22,5,Friday,3,2010,f,2010-01-01,2010-01-31
20100123,2010-01-23,2010,1,1,January,23,6,Saturday,3,2010,t,2010-01-01,2010-01-31
20100124,2010-01-24,2010,1,1,January,24,7,Sunday,3,2010,t,2010-01-01,2010-01-31
20100125,2010-01-25,2010,1,1,January,25,1,Monday,4,2010,f,2010-01-01,2010-01-31
20100126,2010-01-26,2010,1,1,January,26,2,Tuesday,4,2010,f,2010-01-01,2010-01-31
20100127,2010-01-27,2010,1,1,January,27,3,Wednesday,4,2010,f,2010-01-01,2010-01-31
20100128,2010-01-28,2010,1,1,January,28,4,Thursday,4,2010,f,2010-01-01,2010-01-31
20100129,2010-01-29,2010,1,1,January,29,5,Friday,4,2010,f,2010-01-01,2010-01-31
20100130,2010-01-30,2010,1,1,January,30,6,Saturday,4,2010,t,2010-01-01,2010-01-31
20100131,2010-01-31,2010,1,1,January,31,7,Sunday,4,2010,t,2010-01-01,2010-01-31
20100201,2010-02-01,2010,1,2,February,1,1,Monday,5,2010,f,2010-02-01,2010-02-28
20100202,2010-02-02,2010,1,2,February,2,2,Tuesday,5,2010,f,2010-02-01,2010-02-28
20100203,2010-02-03,2010,1,2,February,3,3,Wednesday,5,2010,f,2010-02-01,2010-02-28
20100204,2010-02-04,2010,1,2,February,4,4,Thursday,5,2010,f,2010-02-01,2010-02-28
20100205,2010-02-05,2010,1,2,February,5,5,Friday,5,2010,f,2010-02-01,2010-02-28
20100206,2010-02-06,2010,1,2,February,6,6,Saturday,5,2010,t,2010-02-01,2010-02-28
20100207,2010-02-07,2010,1,2,February,7,7,Sunday,5,2010,t,2010-02-01,2010-02-28
20100208,2010-02-08,2010,1,2,February,8,1,Monday,6,2010,f,2010-02-01,2010-02-28
20100209,2010-02-09,2010,1,2,February,9,2,Tuesday,6,2010,f,2010-02-01,2010-02-28
20100210,2010-02-10,2010,1,2,February,10,3,Wednesday,6,2010,f,2010-02-01,2010-02-28
20100211,2010-02-11,2010,1,2,February,11,4,Thursday,6,2010,f,2010-02-01,2010-02-28
20100212,2010-02-12,2010,1,2,February,12,5,Friday,6,2010,f,2010-02-01,2010-02-28
20100213,2010-02-13,2010,1,2,February,13,6,Saturday,6,2010,t,2010-02-01,2010-02-28
20100214,2010-02-14,2010,1,2,February,14,7,Sunday,6,2010,t,2010-02-01,2010-02-28
20100215,2010-02-15,2010,1,2,February,15,1,Monday,7,2010,f,2010-02-01,2010-02-28
20100216,2010-02-16,2010,1,2,February,16,2,Tuesday,7,2010,f,2010-02-01,2010-02-28
20100217,2010-02-17,2010,1,2,February,17,3,Wednesday,7,2010,f,2010-02-01,2010-02-28
20100218,2010-02-18,2010,1,2,February,18,4,Thursday,7,2010,f,2010-02-01,2010-02-28
20100219,2010-02-19,2010,1,2,February,19,5,Friday,7,2010,f,2010-02-01,2010-02-28
20100220,2010-02-20,2010,1,2,February,20,6,Saturday,7,2010,t,2010-02-01,2010-02-28
20100221,2010-02-21,2010,1,2,February,21,7,Sunday,7,2010,t,2010-02-01,2010-02-28
20100222,2010-02-22,2010,1,2,February,22,1,Monday,8,2010,f,2010-02-01,2010-02-28
20100223,2010-02-23,2010,1,2,February,23,2,Tuesday,8,2010,f,2010-02-01,2010-02-28
20100224,2010-02-24,2010,1,2,February,24,3,Wednesday,8,2010,f,2010-02-01,2010-02-28
20100225,2010-02-25,2010,1,2,February,25,4,Thursday,8,2010,f,2010-02-01,2010-02-28
20100226,2010-02-26,2010,1,2,February,26,5,Friday,8,2010,f,2010-02-01,2010-02-28
20100227,2010-02-27,2010,1,2,February,27,6,Saturday,8,2010,t,2010-02-01,2010-02-28
20100228,2010-02-28,2010,1,2,February,28,7,Sunday,8,2010,t,2010-02-01,2010-02-28
20100301,2010-03-01,2010,1,3,March,1,1,Monday,9,2010,f,2010-03-01,2010-03-31
20100302,2010-03-02,2010,1,3,March,2,2,Tuesday,9,2010,f,2010-03-01,2010-03-31
20100303,2010-03-03,2010,1,3,March,3,3,Wednesday,9,2010,f,2010-03-01,2010-03-31
20100304,2010-03-04,2010,1,3,March,4,4,Thursday,9,2010,f,2010-03-01,2010-03-31
20100305,2010-03-05,2010,1,3,March,5,5,Friday,9,2010,f,2010-03-01,2010-03-31
20100306,2010-03-06,2010,1,3,March,6,6,Saturday,9,2010,t,2010-03-01,2010-03-31
20100307,2010-03-07,2010,1,3,March,7,7,Sunday,9,2010,t,2010-03-01,2010-03-31
20100308,2010-03-08,2010,1,3,March,8,1,Monday,10,2010,f,2010-03-01,2010-03-31
20100309,2010-03-09,2010,1,3,March,9,2,Tuesday,10,2010,f,2010-03-01,2010-03-31
20100310,2010-03-10,2010,1,3,March,10,3,Wednesday,10,2010,f,2010-03-01,2010-03-31
20100311,2010-03-11,2010,1,3,March,11,4,Thursday,10,2010,f,2010-03-01,2010-03-31
20100312,2010-03-12,2010,1,3,March,12,5,Friday,10,2010,f,2010-03-01,2010-03-31
20100313,2010-03-13,2010,1,3,March,13,6,Saturday,10,2010,t,2010-03-01,2010-03-31
20100314,2010-03-14,2010,1,3,March,14,7,Sunday,10,2010,t,2010-03-01,2010-03-31
20100315,2010-03-15,2010,1,3,March,15,1,Monday,11,2010,f,2010-03-01,2010-03-31
20100316,2010-03-16,2010,1,3,March,16,2,Tuesday,11,2010,f,2010-03-01,2010-03-31
20100317,2010-03-17,2010,1,3,March,17,3,Wednesday,11,2010,f,2010-03-01,2010-03-31
20100318,2010-03-18,2010,1,3,March,18,4,Thursday,11,2010,f,2010-03-01,2010-03-31
20100319,2010-03-19,2010,1,3,March,19,5,Friday,11,2010,f,2010-03-01,2010-03-31
20100320,2010-03-20,2010,1,3,March,20,6,Saturday,11,2010,t,2010-03-01,2010-03-31
20100321,2010-03-21,2010,1,3,March,21,7,Sunday,11,2010,t,2010-03-01,2010-03-31
20100322,2010-03-22,2010,1,3,March,22,1,Monday,12,2010,f,2010-03-01,2010-03-31
20100323,2010-03-23,2010,1,3,March,23,2,Tuesday,12,2010,f,2010-03-01,2010-03-31
20100324,2010-03-24,2010,1,3,March,24,3,Wednesday,12,2010,f,2010-03-01,2010-03-31
20100325,2010-03-25,2010,1,3,March,25,4,Thursday,12,2010,f,2010-03-01,2010-03-31
20100326,2010-03-26,2010,1,3,March,26,5,Friday,12,2010,f,2010-03-01,2010-03-31
20100327,2010-03-27,2010,1,3,March,27,6,Saturday,12,2010,t,2010-03-01,2010-03-31
20100328,2010-03-28,2010,1,3,March,28,7,Sunday,12,2010,t,2010-03-01,2010-03-31
20100329,2010-03-29,2010,1,3,March,29,1,Monday,13,2010,f,2010-03-01,2010-03-31
20100330,2010-03-30,2010,1,3,March,30,2,Tuesday,13,2010,f,2010-03-01,2010-03-31
20100331,2010-03-31,2010,1,3,March,31,3,Wednesday,13,2010,f,2010-03-01,2010-03-31
20100401,2010-04-01,2010,2,4,April,1,4,Thursday,13,2010,f,2010-04-01,2010-04-30
20100402,2010-04-02,2010,2,4,April,2,5,Friday,13,2010,f,2010-04-01,2010-04-30
20100403,2010-04-03,2010,2,4,April,3,6,Saturday,13,2010,t,2010-04-01,2010-04-30
20100404,2010-04-04,2010,2,4,April,4,7,Sunday,13,2010,t,2010-04-01,2010-04-30
20100405,2010-04-05,2010,2,4,April,5,1,Monday,14,2010,f,2010-04-01,2010-04-30
20100406,2010-04-06,2010,2,4,April,6,2,Tuesday,14,2010,f,2010-04-01,2010-04-30
20100407,2010-04-07,2010,2,4,April,7,3,Wednesday,14,2010,f,2010-04-01,2010-04-30
20100408,2010-04-08,2010,2,4,April,8,4,Thursday,14,2010,f,2010-04-01,2010-04-30
20100409,2010-04-09,2010,2,4,April,9,5,Friday,14,2010,f,2010-04-01,2010-04-30
20100410,2010-04-10,2010,2,4,April,10,6,Saturday,14,2010,t,2010-04-01,2010-04-30
20100411,2010-04-11,2010,2,4,April,11,7,Sunday,14,2010,t,2010-04-01,2010-04-30
20100412,2010-04-12,2010,2,4,April,12,1,Monday,15,2010,f,2010-04-01,2010-04-30
20100413,2010-04-13,2010,2,4,April,13,2,Tuesday,15,2010,f,2010-04-01,2010-04-30
20100414,2010-04-14,2010,2,4,April,14,3,Wednesday,15,2010,f,2010-04-01,2010-04-30
20100415,2010-04-15,2010,2,4,April,15,4,Thursday,15,2010,f,2010-04-01,2010-04-30
20100416,2010-04-16,2010,2,4,April,16,5,Friday,15,2010,f,2010-04-01,2010-04-30
20100417,2010-04-17,2010,2,4,April,17,6,Saturday,15,2010,t,2010-04-01,2010-04-30
20100418,2010-04-18,2010,2,4,April,18,7,Sunday,15,2010,t,2010-04-01,2010-04-30
20100419,2010-04-19,2010,2,4,April,19,1,Monday,16,2010,f,2010-04-01,2010-04-30
20100420,2010-04-20,2010,2,4,April,20,2,Tuesday,16,2010,f,2010-04-01,2010-04-30
20100421,2010-04-21,2010,2,4,April,21,3,Wednesday,16,2010,f,2010-04-01,2010-04-30
20100422,2010-04-22,2010,2,4,April,22,4,Thursday,16,2010,f,2010-04-01,2010-04-30
20100423,2010-04-23,2010,2,4,April,23,5,Friday,16,2010,f,2010-04-01,2010-04-30
20100424,2010-04-24,2010,2,4,April,24,6,Saturday,16,2010,t,2010-04-01,2010-04-30
20100425,2010-04-25,2010,2,4,April,25,7,Sunday,16,2010,t,2010-04-01,2010-04-30
20100426,2010-04-26,2010,2,4,April,26,1,Monday,17,2010,f,2010-04-01,2010-04-30
20100427,2010-04-27,2010,2,4,April,27,2,Tuesday,17,2010,f,2010-04-01,2010-04-30
20100428,2010-04-28,2010,2,4,April,28,3,Wednesday,17,2010,f,2010-04-01,2010-04-30
20100429,2010-04-29,2010,2,4,April,29,4,Thursday,17,2010,f,2010-04-01,2010-04-30
20100430,2010-04-30,2010,2,4,April,30,5,Friday,17,2010,f,2010-04-01,2010-04-30
20100501,2010-05-01,2010,2,5,May,1,6,Saturday,17,2010,t,2010-05-01,2010-05-31
20100502,2010-05-02,2010,2,5,May,2,7,Sunday,17,2010,t,2010-05-01,2010-05-31
20100503,2010-05-03,2010,2,5,May,3,1,Monday,18,2010,f,2010-05-01,2010-05-31
20100504,2010-05-04,2010,2,5,May,4,2,Tuesday,18,2010,f,2010-05-01,2010-05-31
20100505,2010-05-05,2010,2,5,May,5,3,Wednesday,18,2010,f,2010-05-01,2010-05-31
20100506,2010-05-06,2010,2,5,May,6,4,Thursday,18,2010,f,2010-05-01,2010-05-31
20100507,2010-05-07,2010,2,5,May,7,5,Friday,18,2010,f,2010-05-01,2010-05-31
20100508,2010-05-08,2010,2,5,May,8,6,Saturday,18,2010,t,2010-05-01,2010-05-31
20100509,2010-05-09,2010,2,5,May,9,7,Sunday,18,2010,t,2010-05-01,2010-05-31
20100510,2010-05-10,2010,2,5,May,10,1,Monday,19,2010,f,2010-05-01,2010-05-31
20100511,2010-05-11,2010,2,5,May,11,2,Tuesday,19,2010,f,2010-05-01,2010-05-31
20100512,2010-05-12,2010,2,5,May,12,3,Wednesday,19,2010,f,2010-05-01,2010-05-31
20100513,2010-05-13,2010,2,5,May,13,4,Thursday,19,2010,f,2010-05-01,2010-05-31
20100514,2010-05-14,2010,2,5,May,14,5,Friday,19,2010,f,2010-05-01,2010-05-31
20100515,2010-05-15,2010,2,5,May,15,6,Saturday,19,2010,t,2010-05-01,2010-05-31
20100516,2010-05-16,2010,2,5,May,16,7,Sunday,19,2010,t,2010-05-01,2010-05-31
20100517,2010-05-17,2010,2,5,May,17,1,Monday,20,2010,f,2010-05-01,2010-05-31
20100518,2010-05-18,2010,2,5,May,18,2,Tuesday,20,2010,f,2010-05-01,2010-05-31
20100519,2010-05-19,2010,2,5,May,19,3,Wednesday,20,2010,f,2010-05-01,2010-05-31
20100520,2010-05-20,2010,2,5,May,20,4,Thursday,20,2010,f,2010-05-01,2010-05-31
20100521,2010-05-21,2010,2,5,May,21,5,Friday,20,2010,f,2010-05-01,2010-05-31
20100522,2010-05-22,2010,2,5,May,22,6,Saturday,20,2010,t,2010-05-01,2010-05-31
20100523,2010-05-23,2010,2,5,May,23,7,Sunday,20,2010,t,2010-05-01,2010-05-31
20100524,2010-05-24,2010,2,5,May,24,1,Monday,21,2010,f,2010-05-01,2010-05-31
20100525,2010-05-25,2010,2,5,May,25,2,Tuesday,21,2010,f,2010-05-01,2010-05-31
20100526,2010-05-26,2010,2,5,May,26,3,Wednesday,21,2010,f,2010-05-01,2010-05-31
20100527,2010-05-27,2010,2,5,May,27,4,Thursday,21,2010,f,2010-05-01,2010-05-31
20100528,2010-05-28,2010,2,5,May,28,5,Friday,21,2010,f,2010-05-01,2010-05-31
20100529,2010-05-29,2010,2,5,May,29,6,Saturday,21,2010,t,2010-05-01,2010-05-31
20100530,2010-05-30,2010,2,5,May,30,7,Sunday,21,2010,t,2010-05-01,2010-05-31
20100531,2010-05-31,2010,2,5,May,31,1,Monday,22,2010,f,2010-05-01,2010-05-31
20100601,2010-06-01,2010,2,6,June,1,2,Tuesday,22,2010,f,2010-06-01,2010-06-30
20100602,2010-06-02,2010,2,6,June,2,3,Wednesday,22,2010,f,2010-06-01,2010-06-30
20100603,2010-06-03,2010,2,6,June,3,4,Thursday,22,2010,f,2010-06-01,2010-06-30
20100604,2010-06-04,2010,2,6,June,4,5,Friday,22,2010,f,2010-06-01,2010-06-30
20100605,2010-06-05,2010,2,6,June,5,6,Saturday,22,2010,t,2010-06-01,2010-06-30
20100606,2010-06-06,2010,2,6,June,6,7,Sunday,22,2010,t,2010-06-01,2010-06-30
20100607,2010-06-07,2010,2,6,June,7,1,Monday,23,2010,f,2010-06-01,2010-06-30
20100608,2010-06-08,2010,2,6,June,8,2,Tuesday,23,2010,f,2010-06-01,2010-06-30
20100609,2010-06-09,2010,2,6,June,9,3,Wednesday,23,2010,f,2010-06-01,2010-06-30
20100610,2010-06-10,2010,2,6,June,10,4,Thursday,23,2010,f,2010-06-01,2010-06-30
20100611,2010-06-11,2010,2,6,June,11,5,Friday,23,2010,f,2010-06-01,2010-06-30
20100612,2010-06-12,2010,2,6,June,12,6,Saturday,23,2010,t,2010-06-01,2010-06-30
20100613,2010-06-13,2010,2,6,June,13,7,Sunday,23,2010,t,2010-06-01,2010-06-30
20100614,2010-06-14,2010,2,6,June,14,1,Monday,24,2010,f,2010-06-01,2010-06-30
20100615,2010-06-15,2010,2,6,June,15,2,Tuesday,24,2010,f,2010-06-01,2010-06-30
20100616,2010-06-16,2010,2,6,June,16,3,Wednesday,24,2010,f,2010-06-01,2010-06-30
20100617,2010-06-17,2010,2,6,June,17,4,Thursday,24,2010,f,2010-06-01,2010-06-30
20100618,2010-06-18,2010,2,6,June,18,5,Friday,24,2010,f,2010-06-01,2010-06-30
20100619,2010-06-19,2010,2,6,June,19,6,Saturday,24,2010,t,2010-06-01,2010-06-30
20100620,2010-06-20,2010,2,6,June,20,7,Sunday,24,2010,t,2010-06-01,2010-06-30
20100621,2010-06-21,2010,2,6,June,21,1,Monday,25,2010,f,2010-06-01,2010-06-30
20100622,2010-06-22,2010,2,6,June,22,2,Tuesday,25,2010,f,2010-06-01,2010-06-30
20100623,2010-06-23,2010,2,6,June,23,3,Wednesday,25,2010,f,2010-06-01,2010-06-30
20100624,2010-06-24,2010,2,6,June,24,4,Thursday,25,2010,f,2010-06-01,2010-06-30
20100625,2010-06-25,2010,2,6,June,25,5,Friday,25,2010,f,2010-06-01,2010-06-30
20100626,2010-06-26,2010,2,6,June,26,6,Saturday,25,2010,t,2010-06-01,2010-06-30
20100627,2010-06-27,2010,2,6,June,27,7,Sunday,25,2010,t,2010-06-01,2010-06-30
20100628,2010-06-28,2010,2,6,June,28,1,Monday,26,2010,f,2010-06-01,2010-06-30
20100629,2010-06-29,2010,2,6,June,29,2,Tuesday,26,2010,f,2010-06-01,2010-06-30
20100630,2010-06-30,2010,2,6,June,30,3,Wednesday,26,2010,f,2010-06-01,2010-06-30
20100701,2010-07-01,2010,3,7,July,1,4,Thursday,26,2010,f,2010-07-01,2010-07-31
20100702,2010-07-02,2010,3,7,July,2,5,Friday,26,2010,f,2010-07-01,2010-07-31
20100703,2010-07-03,2010,3,7,July,3,6,Saturday,26,2010,t,2010-07-01,2010-07-31
20100704,2010-07-04,2010,3,7,July,4,7,Sunday,26,2010,t,2010-07-01,2010-07-31
20100705,2010-07-05,2010,3,7,July,5,1,Monday,27,2010,f,2010-07-01,2010-07-31
20100706,2010-07-06,2010,3,7,July,6,2,Tuesday,27,2010,f,2010-07-01,2010-07-31
20100707,2010-07-07,2010,3,7,July,7,3,Wednesday,27,2010,f,2010-07-01,2010-07-31
20100708,2010-07-08,2010,3,7,July,8,4,Thursday,27,2010,f,2010-07-01,2010-07-31
20100709,2010-07-09,2010,3,7,July,9,5,Friday,27,2010,f,2010-07-01,2010-07-31
20100710,2010-07-10,2010,3,7,July,10,6,Saturday,27,2010,t,2010-07-01,2010-07-31
20100711,2010-07-11,2010,3,7,July,11,7,Sunday,27,2010,t,2010-07-01,2010-07-31
20100712,2010-07-12,2010,3,7,July,12,1,Monday,28,2010,f,2010-07-01,2010-07-31
20100713,2010-07-13,2010,3,7,July,13,2,Tuesday,28,2010,f,2010-07-01,2010-07-31
20100714,2010-07-14,2010,3,7,July,14,3,Wednesday,28,2010,f,2010-07-01,2010-07-31
20100715,2010-07-15,2010,3,7,July,15,4,Thursday,28,2010,f,2010-07-01,2010-07-31
20100716,2010-07-16,2010,3,7,July,16,5,Friday,28,2010,f,2010-07-01,2010-07-31
20100717,2010-07-17,2010,3,7,July,17,6,Saturday,28,2010,t,2010-07-01,2010-07-31
20100718,2010-07-18,2010,3,7,July,18,7,Sunday,28,2010,t,2010-07-01,2010-07-31
20100719,2010-07-19,2010,3,7,July,19,1,Monday,29,2010,f,2010-07-01,2010-07-31
20100720,2010-07-20,2010,3,7,July,20,2,Tuesday,29,2010,f,2010-07-01,2010-07-31
20100721,2010-07-21,2010,3,7,July,21,3,Wednesday,29,2010,f,2010-07-01,2010-07-31
20100722,2010-07-22,2010,3,7,July,22,4,Thursday,29,2010,f,2010-07-01,2010-07-31
20100723,2010-07-23,2010,3,7,July,23,5,Friday,29,2010,f,2010-07-01,2010-07-31
20100724,2010-07-24,2010,3,7,July,24,6,Saturday,29,2010,t,2010-07-01,2010-07-31
20100725,2010-07-25,2010,3,7,July,25,7,Sunday,29,2010,t,2010-07-01,2010-07-31
20100726,2010-07-26,2010,3,7,July,26,1,Monday,30,2010,f,2010-07-01,2010-07-31
20100727,2010-07-27,2010,3,7,July,27,2,Tuesday,30,2010,f,2010-07-01,2010-07-31
20100728,2010-07-28,2010,3,7,July,28,3,Wednesday,30,2010,f,2010-07-01,2010-07-31
20100729,2010-07-29,2010,3,7,July,29,4,Thursday,30,2010,f,2010-07-01,2010-07-31
20100730,2010-07-30,2010,3,7,July,30,5,Friday,30,2010,f,2010-07-01,2010-07-31
20100731,2010-07-31,2010,3,7,July,31,6,Saturday,30,2010,t,2010-07-01,2010-07-31
20100801,2010-08-01,2010,3,8,August,1,7,Sunday,30,2010,t,2010-08-01,2010-08-31
20100802,2010-08-02,2010,3,8,August,2,1,Monday,31,2010,f,2010-08-01,2010-08-31
20100803,2010-08-03,2010,3,8,August,3,2,Tuesday,31,2010,f,2010-08-01,2010-08-31
20100804,2010-08-04,2010,3,8,August,4,3,Wednesday,31,2010,f,2010-08-01,2010-08-31
20100805,2010-08-05,2010,3,8,August,5,4,Thursday,31,2010,f,2010-08-01,2010-08-31
20100806,2010-08-06,2010,3,8,August,6,5,Friday,31,2010,f,2010-08-01,2010-08-31
20100807,2010-08-07,2010,3,8,August,7,6,Saturday,31,2010,t,2010-08-01,2010-08-31
20100808,2010-08-08,2010,3,8,August,8,7,Sunday,31,2010,t,2010-08-01,2010-08-31
20100809,2010-08-09,2010,3,8,August,9,1,Monday,32,2010,f,2010-08-01,2010-08-31
20100810,2010-08-10,2010,3,8,August,10,2,Tuesday,32,2010,f,2010-08-01,2010-08-31
20100811,2010-08-11,2010,3,8,August,11,3,Wednesday,32,2010,f,2010-08-01,2010-08-31
20100812,2010-08-12,2010,3,8,August,12,4,Thursday,32,2010,f,2010-08-01,2010-08-31
20100813,2010-08-13,2010,3,8,August,13,5,Friday,32,2010,f,2010-08-01,2010-08-31
20100814,2010-08-14,2010,3,8,August,14,6,Saturday,32,2010,t,2010-08-01,2010-08-31
20100815,2010-08-15,2010,3,8,August,15,7,Sunday,32,2010,t,2010-08-01,2010-08-31
20100816,2010-08-16,2010,3,8,August,16,1,Monday,33,2010,f,2010-08-01,2010-08-31
20100817,2010-08-17,2010,3,8,August,17,2,Tuesday,33,2010,f,2010-08-01,2010-08-31
20100818,2010-08-18,2010,3,8,August,18,3,Wednesday,33,2010,f,2010-08-01,2010-08-31
20100819,2010-08-19,2010,3,8,August,19,4,Thursday,33,2010,f,2010-08-01,2010-08-31
20100820,2010-08-20,2010,3,8,August,20,5,Friday,33,2010,f,2010-08-01,2010-08-31
20100821,2010-08-21,2010,3,8,August,21,6,Saturday,33,2010,t,2010-08-01,2010-08-31
20100822,2010-08-22,2010,3,8,August,22,7,Sunday,33,2010,t,2010-08-01,2010-08-31
20100823,2010-08-23,2010,3,8,August,23,1,Monday,34,2010,f,2010-08-01,2010-08-31
20100824,2010-08-24,2010,3,8,August,24,2,Tuesday,34,2010,f,2010-08-01,2010-08-31
20100825,2010-08-25,2010,3,8,August,25,3,Wednesday,34,2010,f,2010-08-01,2010-08-31
20100826,2010-08-26,2010,3,8,August,26,4,Thursday,34,2010,f,2010-08-01,2010-08-31
20100827,2010-08-27,2010,3,8,August,27,5,Friday,34,2010,f,2010-08-01,2010-08-31
20100828,2010-08-28,2010,3,8,August,28,6,Saturday,34,2010,t,2010-08-01,2010-08-31
20100829,2010-08-29,2010,3,8,August,29,7,Sunday,34,2010,t,2010-08-01,2010-08-31
20100830,2010-08-30,2010,3,8,August,30,1,Monday,35,2010,f,2010-08-01,2010-08-31
20100831,2010-08-31,2010,3,8,August,31,2,Tuesday,35,2010,f,2010-08-01,2010-08-31
20100901,2010-09-01,2010,3,9,September,1,3,Wednesday,35,2010,f,2010-09-01,2010-09-30
20100902,2010-09-02,2010,3,9,September,2,4,Thursday,35,2010,f,2010-09-01,2010-09-30
20100903,2010-09-03,2010,3,9,September,3,5,Friday,35,2010,f,2010-09-01,2010-09-30
20100904,2010-09-04,2010,3,9,September,4,6,Saturday,35,2010,t,2010-09-01,2010-09-30
20100905,2010-09-05,2010,3,9,September,5,7,Sunday,35,2010,t,2010-09-01,2010-09-30
20100906,2010-09-06,2010,3,9,September,6,1,Monday,36,2010,f,2010-09-01,2010-09-30
20100907,2010-09-07,2010,3,9,September,7,2,Tuesday,36,2010,f,2010-09-01,2010-09-30
20100908,2010-09-08,2010,3,9,September,8,3,Wednesday,36,2010,f,2010-09-01,2010-09-30
20100909,2010-09-09,2010,3,9,September,9,4,Thursday,36,2010,f,2010-09-01,2010-09-30
20100910,2010-09-10,2010,3,9,September,10,5,Friday,36,2010,f,2010-09-01,2010-09-30
20100911,2010-09-11,2010,3,9,September,11,6,Saturday,36,2010,t,2010-09-01,2010-09-30
20100912,2010-09-12,2010,3,9,September,12,7,Sunday,36,2010,t,2010-09-01,2010-09-30
20100913,2010-09-13,2010,3,9,September,13,1,Monday,37,2010,f,2010-09-01,2010-09-30
20100914,2010-09-14,2010,3,9,September,14,2,Tuesday,37,2010,f,2010-09-01,2010-09-30
20100915,2010-09-15,2010,3,9,September,15,3,Wednesday,37,2010,f,2010-09-01,2010-09-30
20100916,2010-09-16,2010,3,9,September,16,4,Thursday,37,2010,f,2010-09-01,2010-09-30
20100917,2010-09-17,2010,3,9,September,17,5,Friday,37,2010,f,2010-09-01,2010-09-30
20100918,2010-09-18,2010,3,9,September,18,6,Saturday,37,2010,t,2010-09-01,2010-09-30
20100919,2010-09-19,2010,3,9,September,19,7,Sunday,37,2010,t,2010-09-01,2010-09-30
20100920,2010-09-20,2010,3,9,September,20,1,Monday,38,2010,f,2010-09-01,2010-09-30
20100921,2010-09-21,2010,3,9,September,21,2,Tuesday,38,2010,f,2010-09-01,2010-09-30
20100922,2010-09-22,2010,3,9,September,22,3,Wednesday,38,2010,f,2010-09-01,2010-09-30
20100923,2010-09-23,2010,3,9,September,23,4,Thursday,38,2010,f,2010-09-01,2010-09-30
20100924,2010-09-24,2010,3,9,September,24,5,Friday,38,2010,f,2010-09-01,2010-09-30
20100925,2010-09-25,2010,3,9,September,25,6,Saturday,38,2010,t,2010-09-01,2010-09-30
20100926,2010-09-26,2010,3,9,September,26,7,Sunday,38,2010,t,2010-09-01,2010-09-30
20100927,2010-09-27,2010,3,9,September,27,1,Monday,39,2010,f,2010-09-01,2010-09-30
20100928,2010-09-28,2010,3,9,September,28,2,Tuesday,39,2010,f,2010-09-01,2010-09-30
20100929,2010-09-29,2010,3,9,September,29,3,Wednesday,39,2010,f,2010-09-01,2010-09-30
20100930,2010-09-30,2010,3,9,September,30,4,Thursday,39,2010,f,2010-09-01,2010-09-30
20101001,2010-10-01,2010,4,10,October,1,5,Friday,39,2010,f,2010-10-01,2010-10-31
20101002,2010-10-02,2010,4,10,October,2,6,Saturday,39,2010,t,2010-10-01,2010-10-31
20101003,2010-10-03,2010,4,10,October,3,7,Sunday,39,2010,t,2010-10-01,2010-10-31
20101004,2010-10-04,2010,4,10,October,4,1,Monday,40,2010,f,2010-10-01,2010-10-31
20101005,2010-10-05,2010,4,10,October,5,2,Tuesday,40,2010,f,2010-10-01,2010-10-31
20101006,2010-10-06,2010,4,10,October,6,3,Wednesday,40,2010,f,2010-10-01,2010-10-31
20101007,2010-10-07,2010,4,10,October,7,4,Thursday,40,2010,f,2010-10-01,2010-10-31
20101008,2010-10-08,2010,4,10,October,8,5,Friday,40,2010,f,2010-10-01,2010-10-31
20101009,2010-10-09,2010,4,10,October,9,6,Saturday,40,2010,t,2010-10-01,2010-10-31
20101010,2010-10-10,2010,4,10,October,10,7,Sunday,40,2010,t,2010-10-01,2010-10-31
20101011,2010-10-11,2010,4,10,October,11,1,Monday,41,2010,f,2010-10-01,2010-10-31
20101012,2010-10-12,2010,4,10,October,12,2,Tuesday,41,2010,f,2010-10-01,2010-10-31
20101013,2010-10-13,2010,4,10,October,13,3,Wednesday,41,2010,f,2010-10-01,2010-10-31
20101014,2010-10-14,2010,4,10,October,14,4,Thursday,41,2010,f,2010-10-01,2010-10-31
20101015,2010-10-15,2010,4,10,October,15,5,Friday,41,2010,f,2010-10-01,2010-10-31
